KOL ID,Serial Number,Project_Type,Project_Data_Point,Project_Data Point_Expl,Salutation,Last Name,First Name,Vlookup Name,Full Name,City,Country,Position,Department,Affiliation,E_mail,Contact Info,URL,Organization,Organization_Committee,Organization_Role,Congress,Congress_Year,Congress_Session,Congress_Title_of_Session,Congress_Role,Journal,Journal_Editorial Board,Journal_Role,Guideline_Name,Guideline_Year,Guideline_Role,CT_NCT_Id_Breast Cancer,title,recruiting,conditions,interventions,lead_sponsor,other_sponsor,phase,study_type,Role,start_dt,end_dt,First Author,Last Author,Total Pub Count,Total 2002-2006,Total 2007-2011,Total 2012-2017
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hardin,Megan ,Hardin M,Megan  Hardin,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01674140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Harrington,Kristi M,Harrington K,Kristi M Harrington,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02496065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Harris,Adrian ,Harris A,Adrian  Harris,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03036943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Harris,Eleanor ,Harris E,Eleanor  Harris,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01570998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Harris,Jay R,Harris J,Jay R Harris,Boston,USA,(Blank),(Blank),Harvard Medical School,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02653755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Harrison,Lynn ,Harrison L,Lynn  Harrison,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03050268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hartman,Heidi ,Hartman H,Heidi  Hartman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01938157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hartman,Sheri J,Hartman S,Sheri J Hartman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03041545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Harvey,R. Donald,Harvey R,R. Donald Harvey,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02273752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hassan,Mohamed E,Hassan M,Mohamed E Hassan,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02946294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hausman,Diana F,Hausman D,Diana F Hausman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02892123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hawkins,Robert ,Hawkins R,Robert  Hawkins,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00468468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hawley,Sarah T.,Hawley S,Sarah T. Hawley,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01840163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hawley,Sarah T.,Hawley S,Sarah T. Hawley,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01840163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hay,Jennifer ,Hay J,Jennifer  Hay,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02565017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hayes,Daniel F,Hayes D,Daniel F Hayes,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01701050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hayes,Daniel F,Hayes D,Daniel F Hayes,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00004893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hayes-Macaluso,Mary ,Hayes-Macaluso M,Mary  Hayes-Macaluso,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03015649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Heber,David ,Heber D,David  Heber,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00003098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hecht,Randy ,Hecht R,Randy  Hecht,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02576665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hedrick,Teresa ,Hedrick T,Teresa  Hedrick,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02934360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Heerdt,Alexandra ,Heerdt A,Alexandra  Heerdt,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01157767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Heery,Christopher R,Heery C,Christopher R Heery,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02179515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hege,Kristen ,Hege K,Kristen  Hege,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01177397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Heijnen,Cobi J.,Heijnen C,Cobi J. Heijnen,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02349217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Heil,Joerg ,Heil J,Joerg  Heil,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02948764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01639417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02338115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01598298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01896050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01921296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01983995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01983982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02118636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02455882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02495155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02679586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02712437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hepel,Jaroslaw ,Hepel J,Jaroslaw  Hepel,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01463007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hepler,Kerry ,Hepler K,Kerry  Hepler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02379247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hepler,Kerry ,Hepler K,Kerry  Hepler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02393794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hepler,Kerry ,Hepler K,Kerry  Hepler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02413320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hepler,Kerry ,Hepler K,Kerry  Hepler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02595320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hepler,Kerry ,Hepler K,Kerry  Hepler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02712723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hepler,Kerry ,Hepler K,Kerry  Hepler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02958774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hershman,Dawn L,Hershman D,Dawn L Hershman,New York,USA,Professor,Medicine and Epidemiology,Columbia University,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01535066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hertz,Daniel L,Hertz D,Daniel L Hertz,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02338115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Heslop,Helen ,Heslop H,Helen  Heslop,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02239861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Higdon,Kent K,Higdon K,Kent K Higdon,(Blank),USA,Assistant Professor of Plastic Surgery,(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02395614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Himelstein,Andrew L.,Himelstein A,Andrew L. Himelstein,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00869206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hines,Stephanie ,Hines S,Stephanie  Hines,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00054418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hines,Stephanie ,Hines S,Stephanie  Hines,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00436917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hirschey,Rachel ,Hirschey R,Rachel  Hirschey,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02348710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hirshfield,Kim ,Hirshfield K,Kim  Hirshfield,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02315196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Ho,Alice Y,Ho A,Alice Y Ho,(Blank),USA,(Blank),(Blank),Cedars-Sinai Medical Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01856543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Ho,Alice Y,Ho A,Alice Y Ho,(Blank),USA,(Blank),(Blank),Cedars-Sinai Medical Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02086578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Ho,Alice Y,Ho A,Alice Y Ho,(Blank),USA,(Blank),(Blank),Cedars-Sinai Medical Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02422498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Ho,Alice Y,Ho A,Alice Y Ho,(Blank),USA,(Blank),(Blank),Cedars-Sinai Medical Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02730130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Ho,Ching ,Ho C,Ching  Ho,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02364960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hobday,Timothy J,Hobday T,Timothy J Hobday,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00573755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hoefler,Jenine ,Hoefler J,Jenine  Hoefler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02758756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hoeppner,Suzanne ,Hoeppner S,Suzanne  Hoeppner,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02739620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hoffman,Anthony ,Hoffman A,Anthony  Hoffman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02626507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hoffman,John M,Hoffman J,John M Hoffman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00708045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hoffman,Karen,Hoffman K,Karen Hoffman,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02626507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hoffman,Karen,Hoffman K,Karen Hoffman,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02912312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hofstatter,Erin ,Hofstatter E,Erin  Hofstatter,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01628536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hogrefe,Cathrin ,Hogrefe C,Cathrin  Hogrefe,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03065478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Holcomb,Caroline ,Holcomb C,Caroline  Holcomb,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02379988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Holdford,Diane J,Holdford D,Diane J Holdford,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02515110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Holeva,Karen ,Holeva K,Karen  Holeva,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02694380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Holland,Jimmie ,Holland J,Jimmie  Holland,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00984321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Holman,John ,Holman J,John  Holman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03067389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Holmes,Dennis R,Holmes D,Dennis R Holmes,Los Angeles,USA,(Blank),(Blank),University of Texas MD Anderson Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01570998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Holmes,Dennis R,Holmes D,Dennis R Holmes,Los Angeles,USA,(Blank),(Blank),University of Texas MD Anderson Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01992250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Holmsn,John ,Holmsn J,John  Holmsn,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03067389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Holt,Jamie ,Holt J,Jamie  Holt,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02379988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hong,David S,Hong D,David S Hong,Houston,USA,(Blank),(Blank),The University of Texas MD Anderson Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02915172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Hoover,Robert N,Hoover R,Robert N Hoover,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00341315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Horgas,Ann L.,Horgas A,Ann L. Horgas,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02266082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Horst,Catherine ,Horst C,Catherine  Horst,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02391818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Horst,Kate ,Horst K,Kate  Horst,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02391818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Horst,Kathleen,Horst K,Kathleen Horst,(Blank),USA,Associate Professor,Cyberknife Stereotactic Radiosurgery Program,(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02203565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLINICAL,TRIAL_Breast Cancer,TRIAL_Breast Cancer,1,Horst,Kathleen,Horst K,Kathleen Horst,(Blank),USA,Associate Professor,Cyberknife Stereotactic Radiosurgery Program,(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02243397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
